,Date,Store,Weekly_Sales,Dept,IsHoliday
10345,73,2,21569.9,1.0,0
10346,115,2,23397.02,1.0,0
10347,157,2,22833.08,1.0,0
10348,12,2,28813.06,1.0,0
10349,54,2,41247.02,1.0,1
10350,96,2,77394.09,1.0,0
10351,138,2,25613.67,1.0,0
10352,6,2,25556.15,1.0,0
10353,48,2,26173.93,1.0,0
10354,90,2,27320.08,1.0,0
10355,132,2,29868.82,1.0,0
10356,173,2,37052.68,1.0,0
10357,32,2,75970.97,1.0,0
10358,74,2,56093.13,1.0,0
10359,116,2,22568.57,1.0,0
10360,158,2,22414.38,1.0,0
10361,21,2,22711.04,1.0,0
10362,63,2,25661.21,1.0,0
10363,105,2,25982.7,1.0,0
10364,147,2,23561.25,1.0,0
10365,3,2,23076.47,1.0,0
10366,45,2,24826.25,1.0,0
10367,87,2,24016.43,1.0,0
10368,129,2,24155.67,1.0,0
10369,170,2,23580.74,1.0,0
10370,34,2,24052.7,1.0,0
10371,76,2,23148.57,1.0,0
10372,118,2,23813.13,1.0,0
10373,160,2,23025.51,1.0,0
10374,15,2,22851.99,1.0,0
10375,57,2,23261.95,1.0,0
10376,99,2,24793.54,1.0,0
10377,141,2,22839.77,1.0,0
10378,180,2,25343.45,1.0,0
10379,39,2,25270.06,1.0,1
10380,81,2,26435.2,1.0,0
10381,123,2,26303.04,1.0,0
10382,165,2,27159.07,1.0,0
10383,29,2,30789.27,1.0,0
10384,71,2,34070.0,1.0,0
10385,113,2,35897.95,1.0,0
10386,155,2,41615.24,1.0,0
10387,24,2,74661.16,2.0,0
10388,66,2,65487.46,2.0,1
10389,108,2,70853.58,2.0,0
10390,150,2,64963.9,2.0,0
10391,25,2,68428.64,2.0,0
10392,67,2,66622.03,2.0,0
10393,109,2,64307.01,2.0,0
10394,151,2,59770.18,2.0,0
10395,7,2,68286.2,2.0,0
10396,49,2,64295.22,2.0,0
10397,91,2,65172.2,2.0,0
10398,133,2,66471.86,2.0,0
10399,174,2,65054.02,2.0,0
10400,37,2,68976.37,2.0,0
10401,79,2,62666.91,2.0,0
10402,121,2,69699.5,2.0,0
10403,163,2,68750.86,2.0,0
10404,22,2,68994.35,2.0,0
10405,64,2,72603.29,2.0,0
10406,106,2,69633.65,2.0,0
10407,148,2,68587.69,2.0,0
10408,8,2,72107.47,2.0,0
10409,50,2,66045.13,2.0,0
10410,92,2,69430.49,2.0,0
10411,134,2,66465.49,2.0,0
10412,175,2,67829.52,2.0,0
10413,35,2,69920.91,2.0,0
10414,77,2,69947.0,2.0,0
10415,119,2,69472.79,2.0,0
10416,161,2,69300.7,2.0,0
10417,16,2,70081.13,2.0,0
10418,58,2,65663.65,2.0,1
10419,100,2,64649.52,2.0,0
10420,142,2,65789.27,2.0,0
10421,5,2,66423.44,2.0,0
10422,47,2,64252.04,2.0,0
10423,89,2,63597.23,2.0,0
10424,131,2,62810.47,2.0,0
10425,172,2,63125.76,2.0,0
10426,30,2,64267.74,2.0,0
10427,72,2,62367.28,2.0,0
10428,114,2,65120.69,2.0,0
10429,156,2,66864.2,2.0,1
10430,17,2,62758.12,2.0,0
10431,59,2,66513.13,2.0,0
10432,101,2,74559.82,2.0,0
10433,143,2,91738.44,2.0,0
10434,181,2,55375.52,2.0,1
10435,36,2,62974.44,2.0,0
10436,78,2,56606.3,2.0,0
10437,120,2,62126.32,2.0,0
10438,162,2,59940.76,2.0,0
10439,19,2,60069.23,2.0,0
10440,61,2,70619.64,2.0,1
10441,103,2,69487.17,2.0,0
10442,145,2,65829.84,2.0,0
10443,20,2,70042.14,2.0,0
10444,62,2,67898.82,2.0,0
10445,104,2,64567.4,2.0,0
10446,146,2,60715.5,2.0,0
10447,2,2,65018.79,2.0,0
10448,44,2,61878.07,2.0,0
10449,86,2,62959.75,2.0,0
10450,128,2,64738.13,2.0,0
10451,169,2,62751.61,2.0,0
10452,33,2,63235.76,2.0,0
10453,75,2,62941.61,2.0,0
10454,117,2,61960.83,2.0,0
10455,159,2,64755.07,2.0,0
10456,14,2,65848.98,2.0,0
10457,56,2,66831.49,2.0,0
10458,98,2,66648.26,2.0,0
10459,140,2,61507.28,2.0,0
10460,4,2,64838.42,2.0,0
10461,46,2,64206.49,2.0,0
10462,88,2,63850.33,2.0,0
10463,130,2,64188.7,2.0,0
10464,171,2,62022.55,2.0,0
10465,28,2,67755.05,2.0,0
10466,70,2,66849.04,2.0,0
10467,112,2,67360.35,2.0,0
10468,154,2,69418.62,2.0,0
10469,9,2,66006.89,2.0,0
10470,51,2,60703.72,2.0,1
10471,93,2,59135.08,2.0,0
10472,135,2,61107.02,2.0,0
10473,176,2,61698.6,2.0,0
10474,40,2,64978.04,2.0,0
10475,82,2,62476.91,2.0,0
10476,124,2,60669.07,2.0,0
10477,166,2,59276.11,2.0,0
10478,23,2,65483.49,2.0,0
10479,65,2,61463.38,2.0,0
10480,107,2,61442.83,2.0,0
10481,149,2,64808.41,2.0,1
10482,11,2,60333.21,2.0,0
10483,53,2,66160.47,2.0,0
10484,95,2,73364.19,2.0,0
10485,137,2,93511.03,2.0,0
10486,178,2,57846.27,2.0,1
10487,31,2,64877.05,2.0,0
10488,73,2,62505.79,2.0,0
10489,115,2,61438.15,2.0,0
10490,157,2,58151.34,2.0,0
10491,12,2,71322.01,2.0,0
10492,54,2,69165.6,2.0,1
10493,96,2,70027.01,2.0,0
10494,138,2,66451.66,2.0,0
10495,6,2,70768.55,2.0,0
10496,48,2,66870.9,2.0,0
10497,90,2,68851.41,2.0,0
10498,132,2,63447.81,2.0,0
10499,173,2,63778.8,2.0,0
10500,32,2,70382.23,2.0,0
10501,74,2,61390.48,2.0,0
10502,116,2,67363.12,2.0,0
10503,158,2,61562.95,2.0,0
10504,21,2,67046.93,2.0,0
10505,63,2,61750.11,2.0,0
10506,105,2,63948.19,2.0,0
10507,147,2,66419.23,2.0,0
10508,3,2,64912.65,2.0,0
10509,45,2,70841.55,2.0,0
10510,87,2,66904.1,2.0,0
10511,129,2,68915.17,2.0,0
10512,170,2,66611.66,2.0,0
10513,34,2,70409.25,2.0,0
10514,76,2,65225.27,2.0,0
10515,118,2,65537.3,2.0,0
10516,160,2,66605.41,2.0,0
10517,15,2,69431.69,2.0,0
10518,57,2,67146.39,2.0,0
10519,99,2,68857.79,2.0,0
10520,141,2,68175.69,2.0,0
10521,180,2,72899.98,2.0,0
10522,39,2,66273.96,2.0,1
10523,81,2,63984.36,2.0,0
10524,123,2,66350.75,2.0,0
10525,165,2,61500.04,2.0,0
10526,29,2,67497.08,2.0,0
10527,71,2,59664.89,2.0,0
10528,113,2,64137.69,2.0,0
10529,155,2,62475.44,2.0,0
10530,24,2,16873.2,3.0,0
10531,66,2,13821.01,3.0,1
10532,108,2,14607.28,3.0,0
10533,150,2,15635.95,3.0,0
10534,25,2,14895.96,3.0,0
10535,67,2,13061.56,3.0,0
10536,109,2,10394.28,3.0,0
10537,151,2,12406.44,3.0,0
10538,7,2,13404.23,3.0,0
10539,49,2,12873.09,3.0,0
10540,91,2,11547.5,3.0,0
10541,133,2,11862.26,3.0,0
10542,174,2,11867.75,3.0,0
10543,37,2,12060.55,3.0,0
10544,79,2,10855.62,3.0,0
10545,121,2,11486.91,3.0,0
10546,163,2,9264.33,3.0,0
10547,22,2,11859.68,3.0,0
10548,64,2,12166.23,3.0,0
10549,106,2,10593.34,3.0,0
10550,148,2,10615.94,3.0,0
10551,8,2,11663.03,3.0,0
10552,50,2,13839.77,3.0,0
10553,92,2,21138.74,3.0,0
10554,134,2,25107.25,3.0,0
10555,175,2,34165.46,3.0,0
10556,35,2,41201.05,3.0,0
10557,77,2,44340.16,3.0,0
10558,119,2,67235.4,3.0,0
10559,161,2,66752.04,3.0,0
10560,16,2,27296.57,3.0,0
10561,58,2,16018.45,3.0,1
10562,100,2,14566.42,3.0,0
10563,142,2,12302.36,3.0,0
10564,5,2,12390.87,3.0,0
10565,47,2,14480.96,3.0,0
10566,89,2,11490.78,3.0,0
10567,131,2,11462.89,3.0,0
10568,172,2,11236.1,3.0,0
10569,30,2,12098.73,3.0,0
10570,72,2,11819.73,3.0,0
10571,114,2,11233.22,3.0,0
10572,156,2,15224.16,3.0,1
10573,17,2,15463.76,3.0,0
10574,59,2,16072.07,3.0,0
10575,101,2,18194.58,3.0,0
10576,143,2,21725.62,3.0,0
10577,181,2,8846.2,3.0,1
10578,36,2,14936.37,3.0,0
10579,78,2,12698.84,3.0,0
10580,120,2,17268.17,3.0,0
10581,162,2,13959.9,3.0,0
10582,19,2,12058.12,3.0,0
10583,61,2,12593.04,3.0,1
10584,103,2,11999.17,3.0,0
10585,145,2,11936.79,3.0,0
10586,20,2,12597.45,3.0,0
10587,62,2,11247.41,3.0,0
10588,104,2,9122.49,3.0,0
10589,146,2,10075.46,3.0,0
10590,2,2,10844.24,3.0,0
10591,44,2,11858.62,3.0,0
10592,86,2,11079.28,3.0,0
10593,128,2,11080.5,3.0,0
10594,169,2,10716.84,3.0,0
10595,33,2,12299.04,3.0,0
10596,75,2,11231.21,3.0,0
10597,117,2,10788.0,3.0,0
10598,159,2,10729.48,3.0,0
10599,14,2,11452.62,3.0,0
10600,56,2,10424.01,3.0,0
10601,98,2,10714.53,3.0,0
10602,140,2,10950.77,3.0,0
10603,4,2,10217.77,3.0,0
10604,46,2,11795.66,3.0,0
10605,88,2,20035.43,3.0,0
10606,130,2,26963.83,3.0,0
10607,171,2,31299.26,3.0,0
10608,28,2,41720.49,3.0,0
10609,70,2,49828.06,3.0,0
10610,112,2,68674.69,3.0,0
10611,154,2,62742.35,3.0,0
10612,9,2,28003.45,3.0,0
10613,51,2,15159.24,3.0,1
10614,93,2,13413.93,3.0,0
10615,135,2,12265.92,3.0,0
10616,176,2,12315.2,3.0,0
10617,40,2,13716.81,3.0,0
10618,82,2,12920.6,3.0,0
10619,124,2,11464.09,3.0,0
10620,166,2,10871.46,3.0,0
10621,23,2,11071.88,3.0,0
10622,65,2,11931.19,3.0,0
10623,107,2,11235.57,3.0,0
10624,149,2,12113.22,3.0,1
10625,11,2,15569.24,3.0,0
10626,53,2,16138.7,3.0,0
10627,95,2,18683.18,3.0,0
10628,137,2,21480.34,3.0,0
10629,178,2,11918.71,3.0,1
10630,31,2,15893.39,3.0,0
10631,73,2,15678.49,3.0,0
10632,115,2,17817.46,3.0,0
10633,157,2,15066.45,3.0,0
10634,12,2,14335.61,3.0,0
10635,54,2,15069.79,3.0,1
10636,96,2,15257.84,3.0,0
10637,138,2,13625.47,3.0,0
10638,6,2,13030.26,3.0,0
10639,48,2,12444.21,3.0,0
10640,90,2,10209.02,3.0,0
10641,132,2,9597.16,3.0,0
10642,173,2,11410.07,3.0,0
10643,32,2,11303.0,3.0,0
10644,74,2,10047.71,3.0,0
10645,116,2,11178.49,3.0,0
10646,158,2,10419.11,3.0,0
10647,21,2,11844.62,3.0,0
10648,63,2,11867.42,3.0,0
10649,105,2,10591.94,3.0,0
10650,147,2,10441.51,3.0,0
10651,3,2,10794.48,3.0,0
10652,45,2,11372.41,3.0,0
10653,87,2,11664.56,3.0,0
10654,129,2,10858.12,3.0,0
10655,170,2,10099.07,3.0,0
10656,34,2,12846.88,3.0,0
10657,76,2,20595.14,3.0,0
10658,118,2,26353.05,3.0,0
10659,160,2,27903.18,3.0,0
10660,15,2,36066.0,3.0,0
10661,57,2,40642.61,3.0,0
10662,99,2,50717.3,3.0,0
10663,141,2,66388.36,3.0,0
10664,180,2,59695.45,3.0,0
10665,39,2,23422.0,3.0,1
10666,81,2,15121.83,3.0,0
10667,123,2,12237.04,3.0,0
10668,165,2,12693.54,3.0,0
10669,29,2,12011.64,3.0,0
10670,71,2,10833.86,3.0,0
10671,113,2,11239.25,3.0,0
10672,155,2,10731.67,3.0,0
10673,24,2,47681.96,4.0,0
10674,66,2,44197.95,4.0,1
10675,108,2,46131.14,4.0,0
10676,150,2,42126.71,4.0,0
10677,25,2,46937.81,4.0,0
10678,67,2,42489.21,4.0,0
10679,109,2,44622.56,4.0,0
10680,151,2,41455.34,4.0,0
10681,7,2,47951.76,4.0,0
10682,49,2,45280.89,4.0,0
10683,91,2,43463.55,4.0,0
10684,133,2,43703.76,4.0,0
10685,174,2,42829.7,4.0,0
10686,37,2,47486.4,4.0,0
10687,79,2,43466.84,4.0,0
10688,121,2,45303.34,4.0,0
10689,163,2,49046.81,4.0,0
10690,22,2,49732.37,4.0,0
10691,64,2,45485.63,4.0,0
10692,106,2,46855.87,4.0,0
10693,148,2,43272.19,4.0,0
10694,8,2,49043.02,4.0,0
10695,50,2,47787.07,4.0,0
10696,92,2,46002.41,4.0,0
10697,134,2,44645.34,4.0,0
10698,175,2,45238.73,4.0,0
10699,35,2,49676.14,4.0,0
10700,77,2,46682.77,4.0,0
10701,119,2,50224.42,4.0,0
10702,161,2,45934.74,4.0,0
10703,16,2,48202.94,4.0,0
10704,58,2,45649.0,4.0,1
10705,100,2,43583.12,4.0,0
10706,142,2,43343.92,4.0,0
10707,5,2,44705.44,4.0,0
10708,47,2,45818.11,4.0,0
10709,89,2,44807.3,4.0,0
10710,131,2,42886.13,4.0,0
10711,172,2,44921.82,4.0,0
10712,30,2,47784.77,4.0,0
10713,72,2,46147.8,4.0,0
10714,114,2,51524.46,4.0,0
10715,156,2,60904.49,4.0,1
10716,17,2,45630.41,4.0,0
10717,59,2,48045.66,4.0,0
10718,101,2,50651.28,4.0,0
10719,143,2,62586.93,4.0,0
10720,181,2,46856.39,4.0,1
10721,36,2,46972.35,4.0,0
10722,78,2,44945.65,4.0,0
10723,120,2,45875.56,4.0,0
10724,162,2,43907.78,4.0,0
10725,19,2,46231.68,4.0,0
10726,61,2,50238.23,4.0,1
10727,103,2,45097.36,4.0,0
10728,145,2,43477.94,4.0,0
10729,20,2,46965.84,4.0,0
10730,62,2,44569.04,4.0,0
10731,104,2,43150.07,4.0,0
10732,146,2,40662.41,4.0,0
10733,2,2,42467.97,4.0,0
10734,44,2,42165.0,4.0,0
10735,86,2,40774.05,4.0,0
10736,128,2,43827.02,4.0,0
10737,169,2,42103.64,4.0,0
10738,33,2,43952.85,4.0,0
10739,75,2,41947.23,4.0,0
10740,117,2,41425.37,4.0,0
10741,159,2,44543.25,4.0,0
10742,14,2,46983.09,4.0,0
10743,56,2,43837.33,4.0,0
10744,98,2,43157.75,4.0,0
10745,140,2,41438.81,4.0,0
10746,4,2,46307.86,4.0,0
10747,46,2,44431.5,4.0,0
10748,88,2,41935.9,4.0,0
10749,130,2,42379.14,4.0,0
10750,171,2,42761.1,4.0,0
10751,28,2,46332.58,4.0,0
10752,70,2,45898.36,4.0,0
10753,112,2,48759.46,4.0,0
10754,154,2,44929.7,4.0,0
10755,9,2,43831.31,4.0,0
10756,51,2,43054.31,4.0,1
10757,93,2,42110.79,4.0,0
10758,135,2,41290.33,4.0,0
10759,176,2,42514.19,4.0,0
10760,40,2,45904.51,4.0,0
10761,82,2,41842.76,4.0,0
10762,124,2,41549.8,4.0,0
10763,166,2,41105.97,4.0,0
10764,23,2,45378.96,4.0,0
10765,65,2,44380.53,4.0,0
10766,107,2,47936.9,4.0,0
10767,149,2,60792.11,4.0,1
10768,11,2,44295.08,4.0,0
10769,53,2,44697.01,4.0,0
10770,95,2,47834.96,4.0,0
10771,137,2,59678.11,4.0,0
10772,178,2,45254.3,4.0,1
10773,31,2,49377.61,4.0,0
10774,73,2,43649.89,4.0,0
10775,115,2,43199.76,4.0,0
10776,157,2,40933.71,4.0,0
10777,12,2,45476.69,4.0,0
10778,54,2,46926.71,4.0,1
10779,96,2,44344.22,4.0,0
10780,138,2,42748.2,4.0,0
10781,6,2,45833.82,4.0,0
10782,48,2,45363.57,4.0,0
10783,90,2,44531.12,4.0,0
10784,132,2,42582.69,4.0,0
10785,173,2,42958.64,4.0,0
10786,32,2,48565.55,4.0,0
10787,74,2,45239.6,4.0,0
10788,116,2,45655.92,4.0,0
10789,158,2,42459.29,4.0,0
10790,21,2,46298.93,4.0,0
10791,63,2,44349.31,4.0,0
10792,105,2,46008.96,4.0,0
10793,147,2,47627.29,4.0,0
10794,3,2,47662.59,4.0,0
10795,45,2,48621.95,4.0,0
10796,87,2,44776.31,4.0,0
10797,129,2,45355.82,4.0,0
10798,170,2,46315.63,4.0,0
10799,34,2,51526.65,4.0,0
10800,76,2,44568.55,4.0,0
10801,118,2,45996.72,4.0,0
10802,160,2,43538.73,4.0,0
10803,15,2,48595.26,4.0,0
10804,57,2,46654.19,4.0,0
10805,99,2,47210.3,4.0,0
10806,141,2,46393.79,4.0,0
10807,180,2,48887.63,4.0,0
10808,39,2,46049.92,4.0,1
10809,81,2,42250.04,4.0,0
10810,123,2,43268.67,4.0,0
10811,165,2,42846.96,4.0,0
10812,29,2,47631.56,4.0,0
10813,71,2,43076.52,4.0,0
10814,113,2,43727.01,4.0,0
10815,155,2,46098.84,4.0,0
10816,24,2,34025.45,5.0,0
10817,66,2,37978.19,5.0,1
10818,108,2,31620.12,5.0,0
10819,150,2,26394.97,5.0,0
10820,25,2,28609.08,5.0,0
10821,67,2,35103.72,5.0,0
10822,109,2,33232.94,5.0,0
10823,151,2,51778.35,5.0,0
10824,7,2,41053.17,5.0,0
10825,49,2,28514.81,5.0,0
10826,91,2,20090.55,5.0,0
10827,133,2,31805.87,5.0,0
10828,174,2,29088.16,5.0,0
10829,37,2,27408.86,5.0,0
10830,79,2,21447.79,5.0,0
10831,121,2,19852.04,5.0,0
10832,163,2,23033.98,5.0,0
10833,22,2,29784.34,5.0,0
10834,64,2,28096.78,5.0,0
10835,106,2,26323.42,5.0,0
10836,148,2,26773.43,5.0,0
10837,8,2,25343.84,5.0,0
10838,50,2,25088.27,5.0,0
10839,92,2,22070.82,5.0,0
10840,134,2,22236.84,5.0,0
10841,175,2,24542.81,5.0,0
10842,35,2,24316.97,5.0,0
10843,77,2,19453.79,5.0,0
10844,119,2,22920.64,5.0,0
10845,161,2,20008.17,5.0,0
10846,16,2,23507.43,5.0,0
10847,58,2,21516.68,5.0,1
10848,100,2,21767.57,5.0,0
10849,142,2,23831.77,5.0,0
10850,5,2,29935.83,5.0,0
10851,47,2,27101.46,5.0,0
10852,89,2,25431.82,5.0,0
10853,131,2,24888.57,5.0,0
10854,172,2,25038.28,5.0,0
10855,30,2,26202.38,5.0,0
10856,72,2,34141.84,5.0,0
10857,114,2,34318.05,5.0,0
10858,156,2,102750.26,5.0,1
10859,17,2,48750.32,5.0,0
10860,59,2,76143.28,5.0,0
10861,101,2,90724.19,5.0,0
10862,143,2,150343.42,5.0,0
10863,181,2,38706.43,5.0,1
10864,36,2,25042.94,5.0,0
10865,78,2,21445.52,5.0,0
10866,120,2,24014.1,5.0,0
10867,162,2,27754.2,5.0,0
10868,19,2,38762.47,5.0,0
10869,61,2,40400.46,5.0,1
10870,103,2,35418.87,5.0,0
10871,145,2,31959.91,5.0,0
10872,20,2,35432.41,5.0,0
10873,62,2,28332.99,5.0,0
10874,104,2,26901.54,5.0,0
10875,146,2,26443.53,5.0,0
10876,2,2,31811.68,5.0,0
10877,44,2,28905.88,5.0,0
10878,86,2,26829.78,5.0,0
10879,128,2,29179.9,5.0,0
10880,169,2,21277.66,5.0,0
10881,33,2,21543.95,5.0,0
10882,75,2,19321.39,5.0,0
10883,117,2,17777.31,5.0,0
10884,159,2,21387.42,5.0,0
10885,14,2,21997.1,5.0,0
10886,56,2,25711.63,5.0,0
10887,98,2,25785.19,5.0,0
10888,140,2,23619.99,5.0,0
10889,4,2,21354.28,5.0,0
10890,46,2,19500.87,5.0,0
10891,88,2,21756.13,5.0,0
10892,130,2,21350.63,5.0,0
10893,171,2,19561.58,5.0,0
10894,28,2,24415.55,5.0,0
10895,70,2,20501.22,5.0,0
10896,112,2,19877.34,5.0,0
10897,154,2,19545.59,5.0,0
10898,9,2,20155.06,5.0,0
10899,51,2,20122.27,5.0,1
10900,93,2,22894.86,5.0,0
10901,135,2,23579.5,5.0,0
10902,176,2,23170.82,5.0,0
10903,40,2,29890.6,5.0,0
10904,82,2,25263.69,5.0,0
10905,124,2,37684.18,5.0,0
10906,166,2,33234.62,5.0,0
10907,23,2,37783.35,5.0,0
10908,65,2,42089.25,5.0,0
10909,107,2,33040.97,5.0,0
10910,149,2,102614.71,5.0,1
10911,11,2,34868.24,5.0,0
10912,53,2,51509.07,5.0,0
10913,95,2,65588.98,5.0,0
10914,137,2,106536.9,5.0,0
10915,178,2,39314.47,5.0,1
10916,31,2,24429.4,5.0,0
10917,73,2,21581.64,5.0,0
10918,115,2,24258.35,5.0,0
10919,157,2,25254.46,5.0,0
10920,12,2,35533.52,5.0,0
10921,54,2,39231.34,5.0,1
10922,96,2,52735.59,5.0,0
10923,138,2,34626.9,5.0,0
10924,6,2,32307.69,5.0,0
10925,48,2,28448.89,5.0,0
10926,90,2,32855.76,5.0,0
10927,132,2,23991.99,5.0,0
10928,173,2,23440.64,5.0,0
10929,32,2,29379.66,5.0,0
10930,74,2,23202.76,5.0,0
10931,116,2,19918.98,5.0,0
10932,158,2,16528.64,5.0,0
10933,21,2,20351.43,5.0,0
10934,63,2,19210.13,5.0,0
10935,105,2,19415.92,5.0,0
10936,147,2,20657.98,5.0,0
10937,3,2,18540.63,5.0,0
10938,45,2,27297.35,5.0,0
10939,87,2,26047.39,5.0,0
10940,129,2,24467.72,5.0,0
10941,170,2,22011.26,5.0,0
10942,34,2,20850.59,5.0,0
10943,76,2,20668.27,5.0,0
10944,118,2,19608.0,5.0,0
10945,160,2,17403.45,5.0,0
10946,15,2,18214.94,5.0,0
10947,57,2,21574.47,5.0,0
10948,99,2,20644.15,5.0,0
10949,141,2,28013.73,5.0,0
10950,180,2,25320.02,5.0,0
10951,39,2,18819.51,5.0,1
10952,81,2,22075.36,5.0,0
10953,123,2,26693.63,5.0,0
10954,165,2,31205.06,5.0,0
10955,29,2,29039.55,5.0,0
10956,71,2,28203.54,5.0,0
10957,113,2,27097.6,5.0,0
10958,155,2,30891.9,5.0,0
10959,24,2,7472.24,6.0,0
10960,66,2,12491.16,6.0,1
10961,108,2,10592.63,6.0,0
10962,150,2,8273.51,6.0,0
10963,25,2,6068.64,6.0,0
10964,67,2,8030.58,6.0,0
10965,109,2,6365.82,6.0,0
10966,151,2,7594.56,6.0,0
10967,7,2,6375.83,6.0,0
10968,49,2,5978.04,6.0,0
10969,91,2,5984.9,6.0,0
10970,133,2,6293.49,6.0,0
10971,174,2,6215.07,6.0,0
10972,37,2,12981.17,6.0,0
10973,79,2,11850.07,6.0,0
10974,121,2,8331.46,6.0,0
10975,163,2,9378.9,6.0,0
10976,22,2,11352.12,6.0,0
10977,64,2,10125.25,6.0,0
10978,106,2,7275.86,6.0,0
10979,148,2,7898.58,6.0,0
10980,8,2,7216.63,6.0,0
10981,50,2,8004.37,6.0,0
10982,92,2,6375.45,6.0,0
10983,134,2,8370.9,6.0,0
10984,175,2,5050.13,6.0,0
10985,35,2,8095.68,6.0,0
10986,77,2,7453.02,6.0,0
10987,119,2,5654.59,6.0,0
10988,161,2,4855.07,6.0,0
10989,16,2,5343.92,6.0,0
10990,58,2,6567.2,6.0,1
10991,100,2,7218.06,6.0,0
10992,142,2,7809.65,6.0,0
10993,5,2,6989.57,6.0,0
10994,47,2,5869.56,6.0,0
10995,89,2,4802.92,6.0,0
10996,131,2,6058.8,6.0,0
10997,172,2,5520.87,6.0,0
10998,30,2,6094.83,6.0,0
10999,72,2,5171.68,6.0,0
11000,114,2,7668.48,6.0,0
11001,156,2,27228.0,6.0,1
11002,17,2,7397.88,6.0,0
11003,59,2,11660.79,6.0,0
11004,101,2,22968.91,6.0,0
11005,143,2,42885.88,6.0,0
11006,181,2,7570.19,6.0,1
11007,36,2,2969.62,6.0,0
11008,78,2,3481.18,6.0,0
11009,120,2,4562.65,6.0,0
11010,162,2,2995.8,6.0,0
11011,19,2,5758.5,6.0,0
11012,61,2,4841.18,6.0,1
11013,103,2,8158.21,6.0,0
11014,145,2,5827.75,6.0,0
11015,20,2,8339.2,6.0,0
11016,62,2,7108.21,6.0,0
11017,104,2,6379.76,6.0,0
